speech_key,area,reference_role,audio_path,english_text,filipino_text,translation_policy,review_status,review_notes
lesson-2-word-demo-map,lesson-2,instruction,lessons/lesson-2/support/demonstrations/lesson-2-word-demo-map.wav,"The word is map. Listen: map. Now you try.","Ang salita ay map. Makinig: map. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-2-word-demo-mat,lesson-2,instruction,lessons/lesson-2/support/demonstrations/lesson-2-word-demo-mat.wav,"The word is mat. Listen: mat. Now you try.","Ang salita ay mat. Makinig: mat. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-2-word-demo-men,lesson-2,instruction,lessons/lesson-2/support/demonstrations/lesson-2-word-demo-men.wav,"The word is men. Listen: men. Now you try.","Ang salita ay men. Makinig: men. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-2-word-demo-mug,lesson-2,instruction,lessons/lesson-2/support/demonstrations/lesson-2-word-demo-mug.wav,"The word is mug. Listen: mug. Now you try.","Ang salita ay mug. Makinig: mug. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-2-word-demo-pan,lesson-2,instruction,lessons/lesson-2/support/demonstrations/lesson-2-word-demo-pan.wav,"The word is pan. Listen: pan. Now you try.","Ang salita ay pan. Makinig: pan. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-2-word-demo-pen,lesson-2,instruction,lessons/lesson-2/support/demonstrations/lesson-2-word-demo-pen.wav,"The word is pen. Listen: pen. Now you try.","Ang salita ay pen. Makinig: pen. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-2-word-demo-pet,lesson-2,instruction,lessons/lesson-2/support/demonstrations/lesson-2-word-demo-pet.wav,"The word is pet. Listen: pet. Now you try.","Ang salita ay pet. Makinig: pet. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-2-word-demo-pig,lesson-2,instruction,lessons/lesson-2/support/demonstrations/lesson-2-word-demo-pig.wav,"The word is pig. Listen: pig. Now you try.","Ang salita ay pig. Makinig: pig. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-2-word-demo-pot,lesson-2,instruction,lessons/lesson-2/support/demonstrations/lesson-2-word-demo-pot.wav,"The word is pot. Listen: pot. Now you try.","Ang salita ay pot. Makinig: pot. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-3-mission-1-item-2,lesson-3,instruction,lessons/lesson-3/mission-1/lesson-3-mission-1-item-2.wav,"Now, read the second phrase.","Ngayon, basahin ang ikalawang parirala.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
lesson-3-mission-1-item-3,lesson-3,instruction,lessons/lesson-3/mission-1/lesson-3-mission-1-item-3.wav,"Now, read the third phrase.","Ngayon, basahin ang ikatlong parirala.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
lesson-3-mission-1-item-4,lesson-3,instruction,lessons/lesson-3/mission-1/lesson-3-mission-1-item-4.wav,"Now, read the fourth phrase.","Ngayon, basahin ang ikaapat parirala.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
lesson-3-mission-1-item-5,lesson-3,instruction,lessons/lesson-3/mission-1/lesson-3-mission-1-item-5.wav,"Now, read the fifth phrase.","Ngayon, basahin ang ikalimang parirala.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
lesson-3-technical-retry,lesson-3,instruction,lessons/lesson-3/support/technical/lesson-3-technical-retry.wav,"I could not hear that clearly. Let us try the phrase once more.","Hindi ko iyon narinig nang malinaw. Subukan nating muli ang parirala.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
lesson-3-clue-mission-1,lesson-3,instruction,lessons/lesson-3/support/clues/lesson-3-clue-mission-1.wav,"Read one word at a time from left to right. Then say the whole phrase.","Basahin ang bawat salita mula kaliwa pakanan. Pagkatapos, sabihin ang buong parirala.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
lesson-3-feedback-independent,lesson-3,result,lessons/lesson-3/support/feedback/lesson-3-feedback-independent.wav,"That is correct. You read the phrase by yourself.","Tama. Nabasa mo ang parirala nang mag-isa.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
lesson-3-feedback-supported,lesson-3,result,lessons/lesson-3/support/feedback/lesson-3-feedback-supported.wav,"That is correct. The clue helped you read the phrase.","Tama. Nakatulong ang clue para mabasa mo ang parirala.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
lesson-3-feedback-demonstrated,lesson-3,result,lessons/lesson-3/support/feedback/lesson-3-feedback-demonstrated.wav,"That is correct. You read the whole phrase with me.","Tama. Nabasa mo ang buong parirala kasabay ko.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
lesson-3-feedback-not-yet,lesson-3,result,lessons/lesson-3/support/feedback/lesson-3-feedback-not-yet.wav,"Not yet, and that is okay. We will practice this phrase again.","Hindi pa, at ayos lang iyon. Magsanay tayong muli sa pariralang ito.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
lesson-3-feedback-unscorable,lesson-3,result,lessons/lesson-3/support/feedback/lesson-3-feedback-unscorable.wav,"I still could not hear a clear answer. We can try this phrase again later.","Hindi pa rin ako nakarinig ng malinaw na sagot. Maaari nating balikan ang pariralang ito mamaya.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
lesson-3-feedback-incorrect-first,lesson-3,result,lessons/lesson-3/support/feedback/lesson-3-feedback-incorrect-first.wav,"That phrase was not quite right. Let us try again.","Hindi pa gaanong tama ang pariralang iyon. Subukan natin muli.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
lesson-3-demo-big-bag,lesson-3,instruction,lessons/lesson-3/support/demonstrations/lesson-3-demo-big-bag.wav,"Listen: big bag. Now say the whole phrase.","Makinig: big bag. Ngayon, sabihin ang buong parirala.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-3-demo-big-dog,lesson-3,instruction,lessons/lesson-3/support/demonstrations/lesson-3-demo-big-dog.wav,"Listen: big dog. Now say the whole phrase.","Makinig: big dog. Ngayon, sabihin ang buong parirala.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-3-demo-fat-cat,lesson-3,instruction,lessons/lesson-3/support/demonstrations/lesson-3-demo-fat-cat.wav,"Listen: fat cat. Now say the whole phrase.","Makinig: fat cat. Ngayon, sabihin ang buong parirala.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-3-demo-fat-pig,lesson-3,instruction,lessons/lesson-3/support/demonstrations/lesson-3-demo-fat-pig.wav,"Listen: fat pig. Now say the whole phrase.","Makinig: fat pig. Ngayon, sabihin ang buong parirala.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-3-demo-hot-pan,lesson-3,instruction,lessons/lesson-3/support/demonstrations/lesson-3-demo-hot-pan.wav,"Listen: hot pan. Now say the whole phrase.","Makinig: hot pan. Ngayon, sabihin ang buong parirala.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-3-demo-red-cap,lesson-3,instruction,lessons/lesson-3/support/demonstrations/lesson-3-demo-red-cap.wav,"Listen: red cap. Now say the whole phrase.","Makinig: red cap. Ngayon, sabihin ang buong parirala.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-3-demo-red-cup,lesson-3,instruction,lessons/lesson-3/support/demonstrations/lesson-3-demo-red-cup.wav,"Listen: red cup. Now say the whole phrase.","Makinig: red cup. Ngayon, sabihin ang buong parirala.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-3-demo-wet-dog,lesson-3,instruction,lessons/lesson-3/support/demonstrations/lesson-3-demo-wet-dog.wav,"Listen: wet dog. Now say the whole phrase.","Makinig: wet dog. Ngayon, sabihin ang buong parirala.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-3-demo-tan-bag,lesson-3,instruction,lessons/lesson-3/support/demonstrations/lesson-3-demo-tan-bag.wav,"Listen: tan bag. Now say the whole phrase.","Makinig: tan bag. Ngayon, sabihin ang buong parirala.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-3-demo-sad-man,lesson-3,instruction,lessons/lesson-3/support/demonstrations/lesson-3-demo-sad-man.wav,"Listen: sad man. Now say the whole phrase.","Makinig: sad man. Ngayon, sabihin ang buong parirala.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-3-demo-fun-run,lesson-3,instruction,lessons/lesson-3/support/demonstrations/lesson-3-demo-fun-run.wav,"Listen: fun run. Now say the whole phrase.","Makinig: fun run. Ngayon, sabihin ang buong parirala.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-3-demo-cat-on-a-mat,lesson-3,instruction,lessons/lesson-3/support/demonstrations/lesson-3-demo-cat-on-a-mat.wav,"Listen: cat on a mat. Now say the whole phrase.","Makinig: cat on a mat. Ngayon, sabihin ang buong parirala.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-3-demo-dog-on-a-log,lesson-3,instruction,lessons/lesson-3/support/demonstrations/lesson-3-demo-dog-on-a-log.wav,"Listen: dog on a log. Now say the whole phrase.","Makinig: dog on a log. Ngayon, sabihin ang buong parirala.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-3-demo-fan-on-a-mat,lesson-3,instruction,lessons/lesson-3/support/demonstrations/lesson-3-demo-fan-on-a-mat.wav,"Listen: fan on a mat. Now say the whole phrase.","Makinig: fan on a mat. Ngayon, sabihin ang buong parirala.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-3-demo-ham-in-a-pan,lesson-3,instruction,lessons/lesson-3/support/demonstrations/lesson-3-demo-ham-in-a-pan.wav,"Listen: ham in a pan. Now say the whole phrase.","Makinig: ham in a pan. Ngayon, sabihin ang buong parirala.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-3-demo-hat-on-a-peg,lesson-3,instruction,lessons/lesson-3/support/demonstrations/lesson-3-demo-hat-on-a-peg.wav,"Listen: hat on a peg. Now say the whole phrase.","Makinig: hat on a peg. Ngayon, sabihin ang buong parirala.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-3-demo-hen-in-a-pen,lesson-3,instruction,lessons/lesson-3/support/demonstrations/lesson-3-demo-hen-in-a-pen.wav,"Listen: hen in a pen. Now say the whole phrase.","Makinig: hen in a pen. Ngayon, sabihin ang buong parirala.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-3-demo-kid-in-bed,lesson-3,instruction,lessons/lesson-3/support/demonstrations/lesson-3-demo-kid-in-bed.wav,"Listen: kid in bed. Now say the whole phrase.","Makinig: kid in bed. Ngayon, sabihin ang buong parirala.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-3-demo-pig-in-mud,lesson-3,instruction,lessons/lesson-3/support/demonstrations/lesson-3-demo-pig-in-mud.wav,"Listen: pig in mud. Now say the whole phrase.","Makinig: pig in mud. Ngayon, sabihin ang buong parirala.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-3-demo-wet-rag,lesson-3,instruction,lessons/lesson-3/support/demonstrations/lesson-3-demo-wet-rag.wav,"Listen: wet rag. Now say the whole phrase.","Makinig: wet rag. Ngayon, sabihin ang buong parirala.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-4-mission-1-item-2,lesson-4,instruction,lessons/lesson-4/mission-1/lesson-4-mission-1-item-2.wav,"Now, read the second sentence.","Ngayon, basahin ang ikalawang pangungusap.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
lesson-4-mission-1-item-3,lesson-4,instruction,lessons/lesson-4/mission-1/lesson-4-mission-1-item-3.wav,"Now, read the third sentence.","Ngayon, basahin ang ikatlong pangungusap.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
lesson-4-mission-1-item-4,lesson-4,instruction,lessons/lesson-4/mission-1/lesson-4-mission-1-item-4.wav,"Now, read the fourth sentence.","Ngayon, basahin ang ikaapat pangungusap.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
lesson-4-mission-1-item-5,lesson-4,instruction,lessons/lesson-4/mission-1/lesson-4-mission-1-item-5.wav,"Now, read the fifth sentence.","Ngayon, basahin ang ikalimang pangungusap.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
lesson-4-technical-retry,lesson-4,instruction,lessons/lesson-4/support/technical/lesson-4-technical-retry.wav,"I could not hear that clearly. Let us try the sentence once more.","Hindi ko iyon narinig nang malinaw. Subukan nating muli ang pangungusap.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
lesson-4-clue-mission-1,lesson-4,instruction,lessons/lesson-4/support/clues/lesson-4-clue-mission-1.wav,"Read one word at a time from left to right. Then say the whole sentence.","Basahin ang bawat salita mula kaliwa pakanan. Pagkatapos, sabihin ang buong pangungusap.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
lesson-4-feedback-independent,lesson-4,result,lessons/lesson-4/support/feedback/lesson-4-feedback-independent.wav,"That is correct. You read the sentence by yourself.","Tama. Nabasa mo ang pangungusap nang mag-isa.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
lesson-4-feedback-supported,lesson-4,result,lessons/lesson-4/support/feedback/lesson-4-feedback-supported.wav,"That is correct. The clue helped you read the sentence.","Tama. Nakatulong ang clue para mabasa mo ang pangungusap.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
lesson-4-feedback-demonstrated,lesson-4,result,lessons/lesson-4/support/feedback/lesson-4-feedback-demonstrated.wav,"That is correct. You read the whole sentence with me.","Tama. Nabasa mo ang buong pangungusap kasabay ko.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
lesson-4-feedback-not-yet,lesson-4,result,lessons/lesson-4/support/feedback/lesson-4-feedback-not-yet.wav,"Not yet, and that is okay. We will practice this sentence again.","Hindi pa, at ayos lang iyon. Magsanay tayong muli sa pangungusap na ito.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
lesson-4-feedback-unscorable,lesson-4,result,lessons/lesson-4/support/feedback/lesson-4-feedback-unscorable.wav,"I still could not hear a clear answer. We can try this sentence again later.","Hindi pa rin ako nakarinig ng malinaw na sagot. Maaari nating balikan ang pangungusap na ito mamaya.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
lesson-4-feedback-incorrect-first,lesson-4,result,lessons/lesson-4/support/feedback/lesson-4-feedback-incorrect-first.wav,"That sentence was not quite right. Let us try again.","Hindi pa gaanong tama ang pangungusap na iyon. Subukan natin muli.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
lesson-4-demo-big-bag-bed,lesson-4,instruction,lessons/lesson-4/support/demonstrations/lesson-4-demo-big-bag-bed.wav,"Listen: A big bag is on a bed. Now say the whole sentence.","Makinig: A big bag is on a bed. Ngayon, sabihin ang buong pangungusap.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-4-demo-cat-mat,lesson-4,instruction,lessons/lesson-4/support/demonstrations/lesson-4-demo-cat-mat.wav,"Listen: A cat is on a mat. Now say the whole sentence.","Makinig: A cat is on a mat. Ngayon, sabihin ang buong pangungusap.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-4-demo-dog-log,lesson-4,instruction,lessons/lesson-4/support/demonstrations/lesson-4-demo-dog-log.wav,"Listen: A dog is on a log. Now say the whole sentence.","Makinig: A dog is on a log. Ngayon, sabihin ang buong pangungusap.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-4-demo-hen-pen,lesson-4,instruction,lessons/lesson-4/support/demonstrations/lesson-4-demo-hen-pen.wav,"Listen: A hen is in a pen. Now say the whole sentence.","Makinig: A hen is in a pen. Ngayon, sabihin ang buong pangungusap.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-4-demo-hot-pan-mat,lesson-4,instruction,lessons/lesson-4/support/demonstrations/lesson-4-demo-hot-pan-mat.wav,"Listen: A hot pan is on a mat. Now say the whole sentence.","Makinig: A hot pan is on a mat. Ngayon, sabihin ang buong pangungusap.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-4-demo-kid-hop,lesson-4,instruction,lessons/lesson-4/support/demonstrations/lesson-4-demo-kid-hop.wav,"Listen: A kid can hop. Now say the whole sentence.","Makinig: A kid can hop. Ngayon, sabihin ang buong pangungusap.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-4-demo-man-dig,lesson-4,instruction,lessons/lesson-4/support/demonstrations/lesson-4-demo-man-dig.wav,"Listen: A man can dig. Now say the whole sentence.","Makinig: A man can dig. Ngayon, sabihin ang buong pangungusap.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-4-demo-pig-mud,lesson-4,instruction,lessons/lesson-4/support/demonstrations/lesson-4-demo-pig-mud.wav,"Listen: A pig is in mud. Now say the whole sentence.","Makinig: A pig is in mud. Ngayon, sabihin ang buong pangungusap.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-4-demo-red-cup-mat,lesson-4,instruction,lessons/lesson-4/support/demonstrations/lesson-4-demo-red-cup-mat.wav,"Listen: A red cup is on a mat. Now say the whole sentence.","Makinig: A red cup is on a mat. Ngayon, sabihin ang buong pangungusap.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-4-demo-wet-dog-mat,lesson-4,instruction,lessons/lesson-4/support/demonstrations/lesson-4-demo-wet-dog-mat.wav,"Listen: A wet dog is on a mat. Now say the whole sentence.","Makinig: A wet dog is on a mat. Ngayon, sabihin ang buong pangungusap.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-4-demo-ana-bag,lesson-4,instruction,lessons/lesson-4/support/demonstrations/lesson-4-demo-ana-bag.wav,"Listen: Ana has a bag. Now say the whole sentence.","Makinig: Ana has a bag. Ngayon, sabihin ang buong pangungusap.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-4-demo-ben-cap,lesson-4,instruction,lessons/lesson-4/support/demonstrations/lesson-4-demo-ben-cap.wav,"Listen: Ben has a cap. Now say the whole sentence.","Makinig: Ben has a cap. Ngayon, sabihin ang buong pangungusap.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-4-demo-lena-hop,lesson-4,instruction,lessons/lesson-4/support/demonstrations/lesson-4-demo-lena-hop.wav,"Listen: Lena can hop. Now say the whole sentence.","Makinig: Lena can hop. Ngayon, sabihin ang buong pangungusap.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-4-demo-lito-run,lesson-4,instruction,lessons/lesson-4/support/demonstrations/lesson-4-demo-lito-run.wav,"Listen: Lito can run. Now say the whole sentence.","Makinig: Lito can run. Ngayon, sabihin ang buong pangungusap.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-4-demo-mia-cat,lesson-4,instruction,lessons/lesson-4/support/demonstrations/lesson-4-demo-mia-cat.wav,"Listen: Mia has a cat. Now say the whole sentence.","Makinig: Mia has a cat. Ngayon, sabihin ang buong pangungusap.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-4-demo-mina-fan,lesson-4,instruction,lessons/lesson-4/support/demonstrations/lesson-4-demo-mina-fan.wav,"Listen: Mina has a fan. Now say the whole sentence.","Makinig: Mina has a fan. Ngayon, sabihin ang buong pangungusap.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-4-demo-nena-sit,lesson-4,instruction,lessons/lesson-4/support/demonstrations/lesson-4-demo-nena-sit.wav,"Listen: Nena can sit. Now say the whole sentence.","Makinig: Nena can sit. Ngayon, sabihin ang buong pangungusap.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-4-demo-nico-dog,lesson-4,instruction,lessons/lesson-4/support/demonstrations/lesson-4-demo-nico-dog.wav,"Listen: Nico has a dog. Now say the whole sentence.","Makinig: Nico has a dog. Ngayon, sabihin ang buong pangungusap.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-4-demo-rosa-red-bag,lesson-4,instruction,lessons/lesson-4/support/demonstrations/lesson-4-demo-rosa-red-bag.wav,"Listen: Rosa has a red bag. Now say the whole sentence.","Makinig: Rosa has a red bag. Ngayon, sabihin ang buong pangungusap.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-4-demo-tino-pet-pig,lesson-4,instruction,lessons/lesson-4/support/demonstrations/lesson-4-demo-tino-pet-pig.wav,"Listen: Tino has a pet pig. Now say the whole sentence.","Makinig: Tino has a pet pig. Ngayon, sabihin ang buong pangungusap.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-5-technical-retry,lesson-5,instruction,lessons/lesson-5/support/technical/lesson-5-technical-retry.wav,"I could not hear the passage clearly. Let us try it once more.","Hindi ko narinig nang malinaw ang teksto. Subukan natin itong muli.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
lesson-5-performance-excellent,lesson-5,result,lessons/lesson-5/review/lesson-5-performance-excellent.wav,"You read the passage very clearly. You kept the words together from beginning to end.","Napakalinaw ng pagbasa mo sa teksto. Napagsama-sama mo ang mga salita mula simula hanggang wakas.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
lesson-5-performance-strong,lesson-5,result,lessons/lesson-5/review/lesson-5-performance-strong.wav,"You did good work reading that passage. A few words need more practice.","Mahusay ang pagbasa mo sa tekstong iyon. May ilang salitang kailangan pang sanayin.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
lesson-5-performance-growing,lesson-5,result,lessons/lesson-5/review/lesson-5-performance-growing.wav,"You stayed with the passage and kept reading. Let us practice the words that were difficult.","Ipinagpatuloy mo ang pagbasa sa teksto. Sanayin natin ang mga salitang nahirapan kang basahin.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
lesson-5-performance-beginning,lesson-5,result,lessons/lesson-5/review/lesson-5-performance-beginning.wav,"Thank you for finishing the passage. Reading a whole story takes courage, and we can practice it again.","Salamat sa pagtatapos ng teksto. Kailangan ng tapang upang basahin ang isang buong kuwento, at maaari natin itong sanayin muli.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
lesson-5-performance-skipped,lesson-5,result,lessons/lesson-5/review/lesson-5-performance-skipped.wav,"That is okay. We can return to this passage another time.","Ayos lang iyon. Maaari nating balikan ang tekstong ito sa ibang pagkakataon.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
lesson-5-performance-unavailable,lesson-5,result,lessons/lesson-5/review/lesson-5-performance-unavailable.wav,"I could not hear enough of the passage to show a reading result. We can try it again another time.","Hindi sapat ang narinig ko sa teksto upang maipakita ang resulta ng pagbasa. Maaari natin itong subukan muli sa ibang pagkakataon.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
assessment-letters-item-2,assessments,instruction,part-1/task-1a/assessment-letters-item-2.wav,"Now, try the second letter.","Ngayon, subukan ang ikalawang letra.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
assessment-letters-item-3,assessments,instruction,part-1/task-1a/assessment-letters-item-3.wav,"Now, try the third letter.","Ngayon, subukan ang ikatlong letra.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
assessment-letters-item-4,assessments,instruction,part-1/task-1a/assessment-letters-item-4.wav,"Now, try the fourth letter.","Ngayon, subukan ang ikaapat letra.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
assessment-letters-item-5,assessments,instruction,part-1/task-1a/assessment-letters-item-5.wav,"Now, try the fifth letter.","Ngayon, subukan ang ikalimang letra.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
assessment-letters-item-6,assessments,instruction,part-1/task-1a/assessment-letters-item-6.wav,"Now, try the sixth letter.","Ngayon, subukan ang ikaanim na letra.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
assessment-letters-item-7,assessments,instruction,part-1/task-1a/assessment-letters-item-7.wav,"Now, try the seventh letter.","Ngayon, subukan ang ikapitong letra.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
assessment-letters-item-8,assessments,instruction,part-1/task-1a/assessment-letters-item-8.wav,"Now, try the eighth letter.","Ngayon, subukan ang ikawalong letra.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
assessment-letters-item-9,assessments,instruction,part-1/task-1a/assessment-letters-item-9.wav,"Now, try the ninth letter.","Ngayon, subukan ang ikasiyam na letra.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
assessment-letters-item-10,assessments,instruction,part-1/task-1a/assessment-letters-item-10.wav,"Now, try the tenth letter.","Ngayon, subukan ang ikasampung letra.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
assessment-rhymes-item-2,assessments,question,part-1/task-2a/assessment-rhymes-item-2.wav,"Now, check the second pair.","Ngayon, suriin ang ikalawang pares.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
assessment-rhymes-item-3,assessments,question,part-1/task-2a/assessment-rhymes-item-3.wav,"Now, check the third pair.","Ngayon, suriin ang ikatlong pares.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
assessment-rhymes-item-4,assessments,question,part-1/task-2a/assessment-rhymes-item-4.wav,"Now, check the fourth pair.","Ngayon, suriin ang ikaapat pares.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
assessment-rhymes-item-5,assessments,question,part-1/task-2a/assessment-rhymes-item-5.wav,"Now, check the fifth pair.","Ngayon, suriin ang ikalimang pares.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
assessment-rhymes-item-6,assessments,question,part-1/task-2a/assessment-rhymes-item-6.wav,"Now, check the sixth pair.","Ngayon, suriin ang ikaanim na pares.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
assessment-rhymes-item-7,assessments,question,part-1/task-2a/assessment-rhymes-item-7.wav,"Now, check the seventh pair.","Ngayon, suriin ang ikapitong pares.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
